jagrovac|10|jagrovac
jagrovac|12|jagrovac
jagrovac|17|jagrovac
jagrovac|18|jagrovac
jagrovac|30|jagrovac
jagrovac|34|jagrovac
jagrovac|36|jagrovac
jasenak|11|jasenak
jasenak|14|jasenak
jasenak|15|jasenak
jasenak|26|jasenak
jasenak|27|jasenak
jasenak|31|jasenak
jasenak|33|jasenak
jasenak|39|jasenak
jasenak|39b|jasenak
jasenak|40a|jasenak
jasenak|43|jasenak
jasenak|43a|jasenak
jasenak|48|jasenak
jasenak|52|jasenak
jasenak|56|jasenak
jasenak|59|jasenak
jasenak|61|jasenak
jasenak|71|jasenak
jasenak|71a|jasenak
jasenak|72|jasenak
jasenak|78|jasenak
jasenak|89a|jasenak
jasenak|94|jasenak
jasenak|105|jasenak
jasenak|110|jasenak
vrelo|116j|jasenak
vrelo|117|jasenak
vrelo|128|jasenak
vrelo|130|jasenak
vrelo|131|jasenak
vrelo|133|jasenak
vrelo|134|jasenak
vrelo|135|jasenak
vrelo|137|jasenak
vrelo|140|jasenak
vrelo|141|jasenak
vrelo|142|jasenak
vrelo|144|jasenak
vrelo|146|jasenak
vrelo|148|jasenak
vrelo|149|jasenak
vrelo|151|jasenak
vrelo|153|jasenak
vrelo|158|jasenak
vrelo|162|jasenak
vrelo|163|jasenak
vrelo|166|jasenak
vrelo|167|jasenak
jame|44|jame
jame|45|jame
jame|50|jame
jame|52|jame
jame|53|jame
jame|54|jame
jame|54a|jame
jame|58|jame
jame|62|jame
johovo|2|johovo
johovo|3|johovo
johovo|3c|johovo
johovo|6|johovo
johovo|8|johovo
kablar|30|kablar
kablar|30a|kablar
kablar|45|kablar
kablar|76|kablar
kablar|81|kablar
jurga|2|jurga
jurga|4a|jurga
jurga|4c|jurga
jurga|5|jurga
jurga|6a|jurga
jurga|7|jurga
jurga|8|jurga
jurga|8a|jurga
jurga|10|jurga
jurga|11|jurga
jurga|11a|jurga
jurga|13a|jurga
jurga|14|jurga
jurga|18|jurga
jurga|24|jurga
jurga|25|jurga
jurga|28a|jurga
jurga|28b|jurga
jurga|30|jurga
jurga|33|jurga
jurga|38|jurga
jurga|40|jurga
johovo|16|johovo
johovo|20|johovo
kablar|1|kablar
kablar|2|kablar
kablar|10|kablar
mala jelsa|35b|karlovac
mala jelsa|37a|karlovac
mala jelsa|37b|karlovac
mala jelsa|43c|karlovac
mala jelsa|43e|karlovac
mala jelsa|45a|karlovac
mala jelsa|45b|karlovac
mala jelsa|51|karlovac
braće gojak|96|karlovac
braće gojak|109|karlovac
braće gojak|124|karlovac
braće gojak|164|karlovac
braće gojak|165|karlovac
braće gojak|170h|karlovac
braće gojak|172f|karlovac
braće gojak|172g|karlovac
braće gojak|189a|karlovac
karasi|7|karasi
karasi|11|karasi
karasi|12b|karasi
karasi|12f|karasi
karasi|14|karasi
karasi|20|karasi
karasi|21|karasi
karasi|25|karasi
bridići|2b|karlovac
bridići|5|karlovac
bridići|18|karlovac
bridići|26|karlovac
bridići|29a|karlovac
bridići|38|karlovac
kamensko|4|karlovac
kamensko|14c|karlovac
kamensko|19|karlovac
kamensko|23|karlovac
kamensko|23a|karlovac
kamensko|30b|karlovac
kamensko|45a|karlovac
kamensko|87a|karlovac
kamensko|107b|karlovac
lemić brdo|2|karlovac
lemić brdo|30|karlovac
lemić brdo|39|karlovac
seljani|17|karlovac
seljani|19|karlovac
vučjak|6|karlovac
vučjak|10|karlovac
vučjak|12|karlovac
vučjak|14|karlovac
vučjak|20|karlovac
vučjak|55|karlovac
lucijanići-palajse|1|karlovac
lucijanići-palajse|5|karlovac
lucijanići-palajse|7|karlovac
lucijanići-palajse|13|karlovac
lucijanići-palajse|14|karlovac
lucijanići-palajse|17|karlovac
lucijanići-palajse|18|karlovac
lucijanići-palajse|19|karlovac
lucijanići-palajse|22|karlovac
milašini|1|karlovac
milašini|4|karlovac
milašini|5|karlovac
furači|4|karlovac
furači|6|karlovac
furači|9|karlovac
furači|10|karlovac
furači|13|karlovac
zeleni put|1|karlovac
zeleni put|6|karlovac
zeleni put|8|karlovac
mejaški-pogačići|4|karlovac
mejaški-pogačići|5|karlovac
mejaški-pogačići|7|karlovac
mejaški-pogačići|18|karlovac
kartalije|3|kartalije
kartalije|10|kartalije
kartalije|11|kartalije
kartalije|12|kartalije
kartalije|15|kartalije
kartalije|16|kartalije
kartalije|19|kartalije
kestenovac|4|kestenovac
kestenovac|12|kestenovac
kestenovac|13|kestenovac
kestenovac|14|kestenovac
kestenovac|19|kestenovac
klanac perjasički|6|klanac perjasički
klanac perjasički|5|klanac perjasički
klanac perjasički|12|klanac perjasički
klanac perjasički|13|klanac perjasički
klokoč|6a|klokoč
klokoč|10|klokoč
klokoč|12|klokoč
klokoč|15|klokoč
klokoč|15a|klokoč
klokoč|26|klokoč
klokoč|39|klokoč
klokoč|43|klokoč
klokoč|46b|klokoč
klokoč|46c|klokoč
klokoč|63|klokoč
klokoč|74a|klokoč
klokoč|91|klokoč
klokoč|96a|klokoč
klokoč|100|klokoč
knez gorica|8a|knez gorica
knez gorica|9|knez gorica
knez gorica|11|knez gorica
knez gorica|15|knez gorica
knez gorica|25|knez gorica
knez gorica|31|knez gorica
knez gorica|32|knez gorica
knez gorica|37|knez gorica
knez gorica|41|knez gorica
klupica|6|klupica
klupica|13|klupica
kljaić brdo|8a|kljaić brdo
knežević kosa|1|knežević kosa
knežević kosa|1a|knežević kosa
knežević kosa|2|knežević kosa
knežević kosa|5|knežević kosa
knežević kosa|9a|knežević kosa
knežević kosa|11|knežević kosa
knežević kosa|11b|knežević kosa
knežević kosa|12|knežević kosa
knežević kosa|23|knežević kosa
knežević kosa|26c|knežević kosa
knežević kosa|26d|knežević kosa
knežević kosa|28|knežević kosa
knežević kosa|29|knežević kosa
knežević kosa|30|knežević kosa
knežević kosa|30a|knežević kosa
knežević kosa|34|knežević kosa
knežević kosa|38b|knežević kosa
knežević kosa|38c|knežević kosa
knežević kosa|38d|knežević kosa
knežević kosa|38e|knežević kosa
knežević kosa|40|knežević kosa
knežević kosa|40b|knežević kosa
knežević kosa|41|knežević kosa
knežević kosa|42|knežević kosa
knežević kosa|43a|knežević kosa
knežević kosa|46|knežević kosa
knežević kosa|47|knežević kosa
knežević kosa|50|knežević kosa
knežević kosa|51|knežević kosa
ključar|4|ključar
ključar|8|ključar
ključar|12|ključar
ključar|19|ključar
ključar|23|ključar
ključar|24|ključar
ključar|25|ključar
ključar|26|ključar
ključar|26a|ključar
ključar|27|ključar
ključar|28|ključar
ključar|29|ključar
ključar|29a|ključar
ključar|32|ključar
kokirevo|1a|kokirevo
kokirevo|5|kokirevo
kokirevo|7|kokirevo
kokirevo|15|kokirevo
kokirevo|28|kokirevo
kolarić|1|kolarić
kolarić|2|kolarić
kolarić|2a|kolarić
kolarić|3a|kolarić
kolarić|4|kolarić
kolarić|6|kolarić
kolarić|6b|kolarić
kolarić|6c|kolarić
kolarić|6f|kolarić
kolarić|6g|kolarić
kolarić|7|kolarić
kolarić|8|kolarić
kolarić|8a|kolarić
kolarić|10|kolarić
kolarić|14|kolarić
kolarić|14a|kolarić
kolarić|15|kolarić
kolarić|17|kolarić
kolarić|18|kolarić
kolarić|18a|kolarić
kolarić|19|kolarić
kolarić|26|kolarić
kolarić|26b|kolarić
kolarić|31|kolarić
kolarić|32|kolarić
kolarić|34|kolarić
kolarić|34a|kolarić
kolarić|37a|kolarić
kolarić|37b|kolarić
kolarić|38|kolarić
kolarić|43|kolarić
kolarić|46|kolarić
kolarić|47|kolarić
kolarić|48|kolarić
kolarić|48a|kolarić
kolarić|49|kolarić
kolarić|50a|kolarić
kolarić|51|kolarić
kolarić|51a|kolarić
kolarić|52c|kolarić
kolarić|52d|kolarić
kolarić|54|kolarić
kolarić|55|kolarić
kolarić|56|kolarić
kolarić|59|kolarić
kolarić|62|kolarić
kolarić|63|kolarić
kolarić|65|kolarić
kolarić|66|kolarić
kolarić|67|kolarić
koritinja|1|koritinja
koritinja|12|koritinja
koritinja|15a|koritinja
koritinja|22|koritinja
koritinja|25b|koritinja
koritinja|26|koritinja
koritinja|28|koritinja
koritinja|34|koritinja
koritinja|35|koritinja
koranski brijeg|1|koranski brijeg
koranski brijeg|10|koranski brijeg
koranski brijeg|12a|koranski brijeg
koranski brijeg|14|koranski brijeg
koranski brijeg|17|koranski brijeg
koranski brijeg|19a|koranski brijeg
koranski brijeg|21c|koranski brijeg
koranski brijeg|23|koranski brijeg
koranski brijeg|26|koranski brijeg
koranski brijeg|30|koranski brijeg
koranski brijeg|32a|koranski brijeg
koranski brijeg|32b|koranski brijeg
koranski brijeg|35|koranski brijeg
koranski brijeg|35a|koranski brijeg
koranski brijeg|36|koranski brijeg
koranski brijeg|38|koranski brijeg
koranski brijeg|38a|koranski brijeg
koranski brijeg|42c|koranski brijeg
koranski brijeg|45|koranski brijeg
koranski brijeg|46a|koranski brijeg
koranski brijeg|48|koranski brijeg
koranski brijeg|48a|koranski brijeg
koranski brijeg|49|koranski brijeg
koranski brijeg|50|koranski brijeg
koranski brijeg|51|koranski brijeg
koranski brijeg|53a|koranski brijeg
koranski brijeg|56|koranski brijeg
koranski brijeg|61|koranski brijeg
koranski brijeg|62b|koranski brijeg
koranski brijeg|65|koranski brijeg
koranski brijeg|70|koranski brijeg
koranski brijeg|73|koranski brijeg
koranski brijeg|82|koranski brijeg
kosa|59|kosa
kosa|68|kosa
kosa|72|kosa
kosa|76|kosa
kosa|126a|kosa
kosa|143|kosa
kosijer selo|18a|kosijer selo
kozalj vrh|15a|kozalj vrh
kozalj vrh|21|kozalj vrh
krivaja vojnićka|7|krivaja vojnićka
krivaja vojnićka|10|krivaja vojnićka
krivaja vojnićka|11|krivaja vojnićka
krivaja vojnićka|21|krivaja vojnićka
krivaja vojnićka|26|krivaja vojnićka
krstinja|1a|krstinja
krstinja|1b|krstinja
krstinja|3a|krstinja
krstinja|11|krstinja
krstinja|13|krstinja
krstinja|14a|krstinja
krstinja|16|krstinja
krstinja|30|krstinja
krstinja|34|krstinja
krstinja|40|krstinja
krstinja|42b|krstinja
krstinja|52a|krstinja
krstinja|53|krstinja
krstinja|54|krstinja
kupljensko|2|kupljensko
kupljensko|3a|kupljensko
kupljensko|4|kupljensko
kupljensko|12|kupljensko
kupljensko|14|kupljensko
kupljensko|15|kupljensko
kupljensko|17|kupljensko
kupljensko|18|kupljensko
kupljensko|18a|kupljensko
kupljensko|22|kupljensko
kupljensko|26|kupljensko
kupljensko|27|kupljensko
kupljensko|28|kupljensko
kupljensko|29|kupljensko
kupljensko|30|kupljensko
kupljensko|34|kupljensko
kupljensko|38|kupljensko
kupljensko|39|kupljensko
kupljensko|43|kupljensko
kupljensko|44|kupljensko
kupljensko|65a|kupljensko
kupljensko|66a|kupljensko
kupljensko|67|kupljensko
kupljensko|67a|kupljensko
kupljensko|71|kupljensko
kupljensko|73|kupljensko
kupljensko|73a|kupljensko
kupljensko|73b|kupljensko
kupljensko|73c|kupljensko
kupljensko|73d|kupljensko
kupljensko|75|kupljensko
kupljensko|76|kupljensko
kupljensko|76a|kupljensko
kupljensko|76b|kupljensko
kupljensko|79|kupljensko
kupljensko|79a|kupljensko
kupljensko|79b|kupljensko
kupljensko|88|kupljensko
kupljensko|89a|kupljensko
kupljensko|96|kupljensko
kupljensko|99|kupljensko
kupljensko|101|kupljensko
kupljensko|116|kupljensko
kupljensko|123a|kupljensko
kupljensko|127|kupljensko
kupljensko|129a|kupljensko
kupljensko|129b|kupljensko
kupljensko|137|kupljensko
kupljensko|138a|kupljensko
kupljensko|139a|kupljensko
kupljensko|140|kupljensko
kupljensko|141|kupljensko
kupljensko|145|kupljensko
kupljensko|149|kupljensko
kupljensko|154|kupljensko
kupljensko|156|kupljensko
kupljensko|160|kupljensko
kupljensko|160b|kupljensko
kupljensko|163|kupljensko
kupljensko|169a|kupljensko
kupljensko|171|kupljensko
kupljensko|173|kupljensko
kupljensko|181|kupljensko
kusaja|1|kusaja
kusaja|3|kusaja
kusaja|11a|kusaja
kusaja|29|kusaja
kusaja|37a|kusaja
kusaja|38|kusaja
kusaja|44|kusaja
kusaja|44a|kusaja
kusaja|45|kusaja
kusaja|47|kusaja
lapovac|1|lapovac
lapovac|1a|lapovac
lapovac|2a|lapovac
lapovac|11|lapovac
lapovac|13a|lapovac
lapovac|14e|lapovac
lapovac|14g|lapovac
lapovac|15|lapovac
lapovac|44|lapovac
lapovac|47|lapovac
lapovac|48|lapovac
ladvenjak|8|ladvenjak
ladvenjak|15|ladvenjak
ladvenjak|21|ladvenjak
ladvenjak|31|ladvenjak
ladvenjak|45|ladvenjak
ladvenjak|45g|ladvenjak
ladvenjak|46e|ladvenjak
ladvenjak|51|ladvenjak
ladvenjak|56|ladvenjak
ladvenjak|58|ladvenjak
ladvenjak|60j|ladvenjak
ladvenjak|97|ladvenjak
ladvenjak|102|ladvenjak
ladvenjak|109|ladvenjak
ladvenjak|111|ladvenjak
ladvenjak|115a|ladvenjak
ladvenjak|117|ladvenjak
ladvenjak|119|ladvenjak
ladvenjak|121|ladvenjak
kuzma perjasička|6|kuzma perjasička
kuzma perjasička|7a|kuzma perjasička
kuzma perjasička|8|kuzma perjasička
kuzma perjasička|9|kuzma perjasička
kuzma perjasička|10|kuzma perjasička
kuzma perjasička|14|kuzma perjasička
kuzma perjasička|17|kuzma perjasička
kuzma perjasička|30|kuzma perjasička
ladvenjak|138|ladvenjak
ladvenjak|144a|ladvenjak
lađevačko selište|32|lađevačko selište
lađevačko selište|34a|lađevačko selište
lipovac krstinjski|4|lipovac krstinjski
lipovac krstinjski|5|lipovac krstinjski
lipovac krstinjski|16|lipovac krstinjski
lipovac krstinjski|19|lipovac krstinjski
lipov pesak|6b|lipov pesak
lipov pesak|8|lipov pesak
lipov pesak|8a|lipov pesak
lipov pesak|15|lipov pesak
lipa|3|lipa
lipa|5|lipa
lipa|8|lipa
lipa|8b|lipa
liješće|19|liješće
liješće|46|liješće
loskunja|4|loskunja
loskunja|8|loskunja
loskunja|9|loskunja
loskunja|12|loskunja
loskunja|13|loskunja
loskunja|31|loskunja
loskunja|32|loskunja
loskunja|32a|loskunja
loskunja|34|loskunja
loskunja|35a|loskunja
loskunja|36|loskunja
lisine|1|lisine
lišnica|1b|lišnica
lišnica|8|lišnica
lišnica|27|lišnica
lišnica|31|lišnica
lišnica|32|lišnica
lišnica|34a|lišnica
lišnica|35d|lišnica
lišnica|37c|lišnica
lišnica|47a|lišnica
lović prekriški|30|lović prekriški
lumbardenik|1a|lumbardenik
lumbardenik|64|lumbardenik
lumbardenik|65|lumbardenik
lumbardenik|66|lumbardenik
lumbardenik|67|lumbardenik
lumbardenik|68|lumbardenik
lumbardenik|69|lumbardenik
lumbardenik|69a|lumbardenik
lumbardenik|69b|lumbardenik
lumbardenik|70a|lumbardenik
lumbardenik|72|lumbardenik
lumbardenik|76|lumbardenik
lumbardenik|76a|lumbardenik
lumbardenik|79|lumbardenik
lumbardenik|80|lumbardenik
luka pokupska|3|luka pokupska
luka pokupska|28|luka pokupska
luka pokupska|39|luka pokupska
luka pokupska|40|luka pokupska
luka pokupska|64c|luka pokupska
luka pokupska|63|luka pokupska
luka pokupska|64a|luka pokupska
luka pokupska|65a|luka pokupska
luka pokupska|86|luka pokupska
lumbardenik|80a|lumbardenik
lumbardenik|89a|lumbardenik
lumbardenik|89c|lumbardenik
lumbardenik|90|lumbardenik
lumbardenik|93|lumbardenik
lumbardenik|94|lumbardenik
lumbardenik|95|lumbardenik
lumbardenik|101|lumbardenik
lumbardenik|102|lumbardenik
lumbardenik|109a|lumbardenik
lumbardenik|109b|lumbardenik
lumbardenik|110a|lumbardenik
lumbardenik|115|lumbardenik
luka pokupska|91|luka pokupska
luka pokupska|92|luka pokupska
luka pokupska|94|luka pokupska
luka pokupska|133|luka pokupska
luka pokupska|136a|luka pokupska
luka pokupska|145|luka pokupska
luka pokupska|146|luka pokupska
luka pokupska|146a|luka pokupska
luka pokupska|149|luka pokupska
luka pokupska|150|luka pokupska
luka pokupska|164|luka pokupska
luka pokupska|160|luka pokupska
mali erjavec|1a|mali erjavec
mali erjavec|3a|mali erjavec
mali erjavec|21|mali erjavec
mali erjavec|27|mali erjavec
mali erjavec|30a|mali erjavec
mali erjavec|31|mali erjavec
mali erjavec|59a|mali erjavec
mali erjavec|79|mali erjavec
malešević selo|2|malešević selo
malešević selo|7|malešević selo
malešević selo|9|malešević selo
malešević selo|10|malešević selo
malešević selo|19|malešević selo
mandić selo|12|mandić selo
mandić selo|15|mandić selo
mandić selo|19|mandić selo
mandić selo|21a|mandić selo
mandić selo|22|mandić selo
mandić selo|26|mandić selo
mandić selo|27|mandić selo
mandić selo|31|mandić selo
mandić selo|39|mandić selo
mandić selo|39b|mandić selo
mandić selo|42|mandić selo
mandić selo|46|mandić selo
mandić selo|47|mandić selo
mandić selo|48a|mandić selo
mandić selo|57|mandić selo
mali vuković|67|mali vuković
mali vuković|67a|mali vuković
mali vuković|69|mali vuković
mali vuković|69b|mali vuković
mali vuković|70a|mali vuković
mali vuković|70c|mali vuković
mali vuković|70d|mali vuković
mali vuković|71a|mali vuković
mali vuković|71b|mali vuković
mali vuković|71c|mali vuković
mali vuković|72a|mali vuković
mali vuković|73|mali vuković
mali vuković|74a|mali vuković
mali vuković|76|mali vuković
mali vuković|77|mali vuković
mali vuković|77a|mali vuković
mali vuković|79a|mali vuković
mali vuković|80b|mali vuković
mali vuković|82|mali vuković
mali vuković|83|mali vuković
mali vuković|85b|mali vuković
mali vuković|85d|mali vuković
marković selo|2|marković selo
marković selo|2a|marković selo
marković selo|5|marković selo
marković selo|7a|marković selo
marković selo|7b|marković selo
marković selo|8a|marković selo
marković selo|10|marković selo
marković selo|11b|marković selo
marković selo|16|marković selo
marković selo|21a|marković selo
manjerovići|35a|manjerovići
manjerovići|41|manjerovići
marindolsko brdo|129|marindolsko brdo
marindolsko brdo|136|marindolsko brdo
marindolsko brdo|137|marindolsko brdo
marindolsko brdo|138|marindolsko brdo
marindolsko brdo|141|marindolsko brdo
marindolsko brdo|141a|marindolsko brdo
marindolsko brdo|142|marindolsko brdo
marindolsko brdo|144|marindolsko brdo
marindolsko brdo|149|marindolsko brdo
međeđak utinjski|1|međeđak utinjski
međeđak utinjski|3|međeđak utinjski
međeđak utinjski|6|međeđak utinjski
međeđak utinjski|15|međeđak utinjski
međeđak utinjski|16|međeđak utinjski
međeđak utinjski|21|međeđak utinjski
međeđak utinjski|21a|međeđak utinjski
međeđak utinjski|22a|međeđak utinjski
međeđak utinjski|33|međeđak utinjski
mihalić selo|6|mihalić selo
mihalić selo|14|mihalić selo
mihalić selo|27|mihalić selo
mihalić selo|28|mihalić selo
mihalić selo|39|mihalić selo
miholjsko|1|miholjsko
miholjsko|5|miholjsko
miholjsko|14|miholjsko
miholjsko|19|miholjsko
miholjsko|27|miholjsko
miholjsko|27b|miholjsko
miholjsko|32|miholjsko
miholjsko|35|miholjsko
miholjsko|45|miholjsko
miholjsko|48|miholjsko
miholjsko|54|miholjsko
miholjsko|55|miholjsko
miholjsko|57|miholjsko
miholjsko|63|miholjsko
miholjsko|67|miholjsko
miholjsko|70|miholjsko
miholjsko|79|miholjsko
miholjsko|79a|miholjsko
miholjsko|83|miholjsko
miholjsko|84a|miholjsko
miholjsko|85|miholjsko
miholjsko|90|miholjsko
miholjsko|92|miholjsko
miholjsko|97|miholjsko
miljevac|7b|miljevac
miljevac|7c|miljevac
miljevac|9|miljevac
miljevac|10|miljevac
miljevac|8|miljevac
miljevac|12a|miljevac
miljevac|14|miljevac
miljevac|14b|miljevac
mjesto primišlje|3|mjesto primišlje
mjesto primišlje|9a|mjesto primišlje
mjesto primišlje|19|mjesto primišlje
